Date,Open,High,Low,Close,Volume
2025-06-16 08:30:00,6127.75,6145.0,6127.75,6145.0,28
2025-06-16 09:00:00,6146.75,6157.0,6145.5,6157.0,25
2025-06-16 10:00:00,6151.25,6151.5,6145.5,6149.75,21
2025-06-16 11:00:00,6147.25,6151.25,6140.0,6140.0,4
2025-06-16 12:00:00,6144.0,6151.0,6137.75,6137.75,6
2025-06-16 13:00:00,6143.0,6143.0,6135.0,6140.5,3
2025-06-16 14:00:00,6132.5,6141.75,6132.5,6141.75,8
2025-06-16 15:00:00,6141.75,6141.75,6141.75,6141.75,0
2025-06-17 08:30:00,6121.0,6122.0,6113.75,6118.75,18
2025-06-17 09:00:00,6120.0,6120.0,6118.0,6118.0,12
2025-06-17 10:00:00,6123.25,6125.0,6118.0,6125.0,9
2025-06-17 11:00:00,6118.0,6118.0,6106.0,6106.0,4
2025-06-17 12:00:00,6112.75,6113.0,6092.75,6092.75,18
2025-06-17 13:00:00,6084.5,6093.0,6084.5,6088.25,5
2025-06-17 14:00:00,6093.0,6093.0,6093.0,6093.0,1
2025-06-17 15:00:00,6092.25,6092.25,6088.0,6088.0,6
2025-06-18 08:30:00,6093.5,6104.5,6088.0,6104.5,14
2025-06-18 09:00:00,6110.0,6123.75,6110.0,6121.25,11
2025-06-18 10:00:00,6113.75,6116.5,6110.0,6110.25,25
2025-06-18 11:00:00,6112.25,6112.25,6109.5,6109.5,5
2025-06-18 12:00:00,6099.0,6112.25,6097.5,6110.25,5
2025-06-18 13:00:00,6108.75,6120.0,6090.0,6090.0,117
2025-06-18 14:00:00,6080.0,6098.5,6080.0,6098.5,4
2025-06-18 15:00:00,6092.0,6092.0,6092.0,6092.0,1
2025-06-20 08:30:00,6110.75,6121.25,6100.0,6100.0,60
2025-06-20 09:00:00,6099.75,6101.25,6070.0,6070.0,45
2025-06-20 10:00:00,6065.0,6089.0,6061.0,6075.5,40
2025-06-20 11:00:00,6072.5,6080.25,6071.75,6078.5,30
2025-06-20 12:00:00,6081.25,6084.25,6055.0,6066.0,27
2025-06-20 13:00:00,6067.0,6078.5,6061.0,6061.75,44
2025-06-20 14:00:00,6063.0,6072.0,6058.0,6068.75,58
2025-06-20 15:00:00,6065.75,6078.5,6065.75,6076.0,17
2025-06-23 08:30:00,6073.25,6090.0,6066.0,6087.25,18
2025-06-23 09:00:00,6094.75,6107.5,6091.75,6091.75,51
2025-06-23 10:00:00,6090.75,6100.0,6085.5,6085.5,17
2025-06-23 11:00:00,6082.0,6084.0,6043.75,6061.0,72
2025-06-23 12:00:00,6069.75,6118.25,6067.75,6109.5,134
2025-06-23 13:00:00,6117.0,6117.0,6106.75,6110.0,30
2025-06-23 14:00:00,6115.0,6131.5,6113.0,6131.5,28
