Date,Open,High,Low,Close,Volume
2025-09-15 08:30:00,6666.5,6677.5,6665.0,6676.75,79511
2025-09-15 09:00:00,6676.75,6681.0,6670.25,6680.5,94234
2025-09-15 10:00:00,6680.5,6681.25,6672.5,6676.5,66588
2025-09-15 11:00:00,6676.5,6679.25,6670.75,6671.25,48783
2025-09-15 12:00:00,6671.25,6677.0,6665.25,6676.25,68040
2025-09-15 13:00:00,6676.25,6676.5,6663.25,6670.25,55485
2025-09-15 14:00:00,6670.5,6680.5,6667.5,6680.0,163876
2025-09-15 15:00:00,6679.75,6680.5,6673.75,6674.25,44734
2025-09-16 08:30:00,6684.75,6688.25,6670.25,6672.75,138060
2025-09-16 09:00:00,6672.75,6675.0,6666.0,6668.0,153230
2025-09-16 10:00:00,6668.25,6670.75,6661.25,6666.25,111286
2025-09-16 11:00:00,6666.0,6670.25,6664.0,6669.0,69334
2025-09-16 12:00:00,6669.0,6673.75,6668.5,6671.25,65860
2025-09-16 13:00:00,6671.0,6676.25,6669.25,6674.75,68198
2025-09-16 14:00:00,6675.0,6676.25,6665.75,6668.25,201908
2025-09-16 15:00:00,6668.25,6673.5,6667.75,6669.75,37172
2025-09-17 08:30:00,6669.0,6675.75,6665.0,6667.75,126437
2025-09-17 09:00:00,6667.5,6668.5,6659.0,6661.75,132455
2025-09-17 10:00:00,6661.75,6665.25,6657.0,6661.25,80913
2025-09-17 11:00:00,6661.25,6662.25,6650.0,6652.0,87321
2025-09-17 12:00:00,6651.75,6667.0,6651.75,6665.5,62061
2025-09-17 13:00:00,6665.5,6686.5,6611.0,6645.75,416299
2025-09-17 14:00:00,6645.75,6676.0,6643.25,6660.5,336932
2025-09-17 15:00:00,6660.25,6669.25,6660.0,6665.75,44387
2025-09-18 08:30:00,6686.75,6692.25,6670.25,6688.75,184530
2025-09-18 09:00:00,6688.75,6718.0,6688.0,6695.75,231954
2025-09-18 10:00:00,6696.0,6708.5,6689.75,6694.0,150525
2025-09-18 11:00:00,6694.0,6710.5,6691.0,6709.0,93428
2025-09-18 12:00:00,6709.0,6711.0,6693.5,6696.0,103895
2025-09-18 13:00:00,6696.25,6704.0,6691.5,6701.25,81149
2025-09-18 14:00:00,6701.25,6703.5,6688.25,6692.25,196859
2025-09-18 15:00:00,6692.25,6700.25,6691.0,6698.75,50021
2025-09-19 08:30:00,6707.25,6711.25,6696.75,6705.75,146653
2025-09-19 09:00:00,6705.5,6708.25,6693.25,6699.5,153837
2025-09-19 10:00:00,6699.5,6703.25,6687.25,6700.0,138608
2025-09-19 11:00:00,6699.75,6712.25,6699.5,6710.0,107758
2025-09-19 12:00:00,6710.0,6714.0,6706.75,6712.0,70808
2025-09-19 13:00:00,6711.75,6717.0,6708.5,6717.0,73449
2025-09-19 14:00:00,6716.75,6731.5,6716.25,6721.5,293009
2025-09-19 15:00:00,6721.75,6724.75,6718.0,6719.75,70796
2025-09-22 08:30:00,6706.0,6719.25,6705.75,6717.75,108058
2025-09-22 09:00:00,6718.0,6734.75,6715.5,6734.25,148457
2025-09-22 10:00:00,6734.0,6737.5,6728.5,6729.75,110843
2025-09-22 11:00:00,6729.75,6749.25,6729.5,6748.25,123327
2025-09-22 12:00:00,6748.0,6752.0,6745.25,6747.5,73460
2025-09-22 13:00:00,6747.5,6752.5,6744.5,6752.25,68708
2025-09-22 14:00:00,6752.0,6756.75,6751.0,6751.75,189859
2025-09-22 15:00:00,6751.5,6752.25,6744.75,6749.75,58463
